id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt0363409,Madhur Bhandarkar,"Hriday Lani, Sanjeev Puri, Manoj Tyagi",5.8,46%,2h 29min,DCP Patnaik and his team's fights against corrupted politicians and mafia rule Mumbai city. However their faith in law and order is tested with serious outcomes.
tt0363547,Zack Snyder,"George A. Romero, James Gunn",7.3,76%,1h 41min,
tt0363413,Sanjeev Puri,"Sanjeev Puri, Manoj Tyagi",4.7,76%,2004,"Based on the true story of Air Force personnel in Srinagar, Kashmir."
tt0364604,Hriday Shetty,"Yash Gawli, Sanjay Gupta, Yash Keswani",4.4,49%,2h 29min,"To pay off their gambling debt, four best friends kidnap an organized crime figure having mistaken him for a wealthy businessman."
tt0365194,Jamel Aattache,"Jamel Aattache, Kim Ho Kim",3.6,49%,1h 30min,"Fighting Fish is the first martial arts film produced and set in the Netherlands, about a young Chinese man from Hong-Kong, who travels to the west when he hears that his brother was killed during fight between two gangs in Rotterdam. When he arrives he immediately puts his raging fists to use when he tries to take revenge on the gang that killed his brother. But soon... Leer todo"
tt0364084,Jean-François Laguionie,"Jean-François Laguionie, Anik Leray",6.5,49%,1h 25min,"Kid, a 15-year-old hard laborer, steals a map that promises to reveal the location of the notorious pirate Black Mor's treasure. Together with his crew -- MacGregor, Beanpole, Taka and Jim the monkey -- Kid procures a vessel and sets out to sea."
tt0364647,Kamal Haasan,"H. Banerjee, Kamal Haasan",8.4,49%,2h 55min,A temperamental farmer gets embroiled in a bloody clan feud in a southern Tamil Nadu village.
tt0365844,Joseph Friel,Joseph Friel,4.6,49%,1h 22min,Bill Taylor wakes up to find that someone has planted a bomb inside his body. He must do everything the mysterious caller demands before time runs out.
tt0365653,Kevin O'Neill,"Dan Acre, Frances Doel, John Huckert",3.4,29%,1h 30min,"After an African dinosaur ancestor of the crocodile is found, Dr. Campbell uses its DNA to create prototypes at Paula Kennedy's Gereco lab."
tt0367479,Brett Ratner,"Paul Zbyszewski, Craig Rosenberg",6.2,18%,1h 37min,
tt0367478,Philippe Martinez,"Mick Davis, Laurent Fellous, Kristina Hamilton-Grobler",5.5,43%,1h 31min,
tt0367122,William Webb,Jim Makichuk,2.7,43%,1h 24min,U.S. Army sniper Charlie Snow finds himself at the other end of the crosshairs when the brother of an Eastern European arms dealer whom he killed decides to take vengeance on Charlie and his family in L.A.
tt0367631,Angela Robinson,Angela Robinson,5.4,42%,1h 31min,
tt0368305,Neil Widener,Neil Widener,6.9,42%,1h 10min,"Genesee is tired of spending everyday fishing in her neighborhood with her three best friends--Patton, Chris, and Stock Exchange. She wants an adventure! Her wish is granted when the crew stumbles upon an Indian arrowhead that magically levitates, pointing to an unseen target. The gang decides to follow the mysterious 'compass,' unaware that it carries an ancient curs... Leer todo"
tt0366174,Dwight H. Little,"Hans Bauer, Jim Cash, Jack Epps Jr.",4.7,26%,1h 37min,
tt0366985,Mani Shankar,Mani Shankar,2.7,36%,2h 23min,"A doctor travels from America to India to investigate a man with paranormal healing powers, and uncovers the existence of a dark power that has the potential to transform humans into a new species."
tt0368688,Sidney J. Furie,"Greg Mellott, Sidney J. Furie",5.0,42%,1h 37min,"Frank Gannon, a veteran cop, is being hunted by his fellow police officers after they learned he has betrayed the brotherhood and exposed to the feds wide scale corruption of the LAPD. He has one day left to prove his case and survive."
tt0369359,"Conor Mc, Mahon","Conor Mc, Mahon",4.7,37%,1h 20min,"An infection spreads from slaughtered animals to humans, which causes the dead to rise and feed on the living."
tt0368891,Jon Turteltaub,"Jim Kouf, Cormac Wibberley, Marianne Wibberley",6.9,46%,2h 11min,
tt0368580,Rajiv Rai,"Rajiv Rai, Naeem Sha",3.8,29%,2h 19min,"When the President of India is kidnapped by Kashmiri terrorists in Locarno, Switzerland, an Indian secret agent is sent to find him and set him free. With the help of an Indian singer he will make the ""Impossible"" to complete the mission."
tt0370263,Paul W.S. Anderson,"Dan O'Bannon, Ronald Shusett, Jim Thomas",5.7,29%,1h 41min,
tt0369036,Azhagam Perumal,"Azhagam Perumal, Sujatha",4.5,29%,2h 2min,"Udhaya and Vasanthi love each other, but when he learns that she is engaged to another, he moves to another city. Here he is framed for a crime; Vasanthi finds out and sets out to prove his innocence."
tt0369339,Michael Mann,Stuart Beattie,7.5,29%,2h,
tt0369738,Jeff Celentano,"Alexander Nevsky, Robert Madrid",2.5, 0%,1h 30min,"A retired diplomat and an LAPD detective seek justice, by pursuing a psychotic killer to Moscow. With the help of a Moscow police, they weave their way through labyrinth of the Russian underworld as time is running out."
tt0371950,Michael Heimark,"Michael Heimark, Jakob Mikkelsen",5.6, 0%,2004,Dirección
tt0370778,Iren Koster,"Iren Koster, Tracey Silvers",8.1, 0%,2004,Dirección
tt0371786,Ninan Kurien,"Greg Freitas, Ninan Kurien",, 0%,,"Every year, 300 riders set out from Paris to travel across 5,000 miles of breath-taking African sands in a race followed by several hundred millkion passionate fans all over the world. The 18-day race is the ultimate test of man and machine's attempt to conquer nature."
tt0371902,Richard Jobson,Richard Jobson,3.3,25%,1h 25min,"The story of martial arts clubs who have created their own city infrastructure after tiring of government initiatives. Responding to the greed and corruption creeping into the other clubs, headed by capitalist-wannabe Moses, The Purifiers battle to maintain the successful system which has rid the city of crime and violence."
tt0371939,Jonathan Jakubowicz,Jonathan Jakubowicz,6.5,52%,1h 30min,Young couple Carla (Maestro) and Martin (Leroux) are abducted by three men and spend a terrifying night in Caracas as they wait for Carla's father (Blades) to hand over the ransom.
tt0373074,Stephen Chow,"Stephen Chow, Kan-Cheung Tsang, Xin Huo",7.7,91%,1h 39min,
tt0372183,Paul Greengrass,"Robert Ludlum, Tony Gilroy",7.7,82%,1h 48min,
tt0372588,Trey Parker,"Trey Parker, Matt Stone, Pam Brady",7.2,77%,1h 38min,
tt0371677,Jonas Kvist Jensen,Jonas Kvist Jensen,4.8,77%,2004,Dirección
tt0371920,Brian Yuzna,"Alberto Vázquez Figueroa, Miguel Tejada-Flores",3.1, 8%,1h 35min,"Dante travels across a desolate, futuristic Spain in search of his girlfriend, Ula. He is pursued by a bloodthirsty, cybernetic Rottweiler."
tt0372594,Aleksi Mäkelä,"Pekka Lehtosaari, Reijo Mäki",6.4,40%,1h 35min,"On the trail of a woman, Vares finds himself caught up with underworld characters who are on the trail of hidden millions."
tt0373690,Jean-Paul Salomé,"Jean-Paul SaloméLaurent Vachaud, Maurice Leblanc",5.4,12%,2h 5min,
tt0373786,Hiroyuki Nasu,"Gô Nagai, Machiko Nasu",3.9,41%,1h 56min,"Based on Gô Nagai's manga, about mild-mannered teenager Akira Fudô, who merges with a demon to fight other demons."
tt0373906,Dante Lam,"Kin Chung Chan, Hing-Ka Chan",5.5,41%,1h 39min,"(Cantonese with English subtitles) Hotshot police officers Aaron Kwok and Eason Chan are both full of talent and ego. So when their boss decides to put them both together on a ""special"" project, all they do is bicker. Before long, they're put to the test as a duo when a dangerous jewelry thief manages to disappear with plenty of loot. Will the two keep their egos in c... Leer todo"
tt0374312,Ken Barbet,David Neilsen,3.4,18%,1h 30min,"An ex-Navy SEAL faces his riskiest mission yet when he's forced to compete for his life in a survival game. The last man standing will take home a 10 million dollar prize, those who fail will die a lonely death in the jungle."
tt0375571,Mani Ratnam,"Mani Ratnam, Sujatha",7.9,88%,2h 40min,Three men and their accidental meeting on Napier Bridge will change their lives forever.
tt0375040,Frédéric Auburtin,"Frédéric Dard, Laurent Touil-Tartour",3.5, 0%,1h 35min,"While a terrorist epidemic strikes the world leaders, the commissaire San-Antonio and his partner Lieutenant Bérurier must escort the French ambassador to a British hotel. But after a negligence of Bérurier (one more little sex affair), San-Antonio powerlessly witnesses the ambassador's abduction, organized by a gorgeous Italian girl. Back in Paris, San-Antonio is dis... Leer todo"
tt0374584,Tim Hunter,"Todd Slavkin, Darren Swimmer",6.2, 0%,1h 44min,A sociopath on death row is given a chance to live if he agrees to take part in a chemical behavioral modification program.
tt0374627,Gérard Pirès,"Alexandre Coquelle, Matthieu Le Naour",4.0, 0%,1h 30min,Two spies are undercover to track down a nuclear missile while distracting a vilain trying to get world's domination
tt0375560,Bryan Goeres,"Diane Fine, Evan Spiliotopoulos",4.3,20%,1h 38min,"When a painting owned by one of her clients is stolen from a Barcelona museum, a New York-based artexpert is sent there to help investigate. After more paintings are stolen, she learns that she is being framed for the crimes. With the help of her estranged husband, a New York cop, they must not only solve the crimes but clear her name."
tt0375698,Andrea Costantini,Andrea Costantini,7.1,20%,2004,"Superintendent Chessari is sent to run a small police station on the outskirts of Rome - a temporary posting in a difficult area, with not much backing and very few staff. His deputy, Lorenzo Corsi, is a youngster just out of the Academy, full of enthusiasm and high principles which clash with the corrupt reality of the streets and the attitude of his colleagues. The ... Leer todo"
tt0375912,Matthew Vaughn,J.J. Connolly,7.3,20%,1h 45min,
tt0378194,Quentin Tarantino,"Quentin Tarantino, Uma Thurman",8.0,84%,2h 17min,
tt0377340,Vikram Bhatt,"Robin Bhatt, Vikram Bhatt, Girish Dhamija",4.7,46%,2h 32min,"A protective father starts digging deeper into the past of his daughter's possessive, unpredictable and violent boyfriend."
tt0377079,Takashi Miike,Shigenori Takechi,6.0,33%,2h 8min,"An executed samurai takes an existential journey throughout time, space and eternity in search of bloody vengeance."
tt0377062,John Moore,"Lukas Heller, Scott Frank, Edward Burns",6.1,31%,1h 53min,
tt0379790,Alki David,Alki David,4.6, 0%,1h 35min,
tt0379463,"Elia Schneider, Elia K. Schneider",Henry Herrera,6.6,79%,1h 45min,"""Punto y raya"" is the story of a young Colombian recruit who, while patrolling his country's border, is befriended by a Venezuelan adversary, and the tragic consequences of their relationship."
tt0380349,Alain Berbérian,"Christian Clavier, Michel Delgado, Pétillon",5.8,47%,1h 32min,
tt0379818,Puneet Sira,"Vekeana Dhillon, Puneet Sira",6.1,46%,2h 9min,I is an Indian. He travels to London for a family wedding and finds his family live in fear of the terrorism by National Front Skinheads and finds he has to become involved which escalates the situation.
tt0380538,Alejandro Lozano,"Tony Dalton, Alejandro Lozano, Kristoff Raczynski",7.4,53%,1h 39min,
tt0381192,Jean van de Velde,Gerard Soeteman,4.6,53%,1h 40min,"Floris van Rozemond Junior, son and heir of a long line of knights of that name, refuses to go in the military 'family business' and becomes an actor, a profession scorned by his homonymous father, the general of the under-age duke of Burgundy. The duke chose this year to pay for his people to have bread and butter, rather then canons for the army, but relies for Flor... Leer todo"
tt0382383,Mani Ratnam,"Anurag Kashyap, Mani Ratnam",7.3,77%,2h 41min,"Michael, Arjun and Lallan, three men from three different strata of society, cross paths one morning in Calcutta and change one another's lives forever."
tt0382721,Ari Taub,"Nick Day, Caio Ribeiro",5.1,86%,1h 52min,The story of ordinary men during WWII as seen from three different points of View.
tt0383939,Conrad Glover,Conrad Glover,5.3,86%,1h 22min,A young woman released from a drug rehab program commits a wrong act to further her dream only to find out it may cost her the lives of her friends and her own.
tt0385004,Yimou Zhang,"Feng Li, Bin Wang, Yimou Zhang",7.5,87%,1h 59min,
tt0386005,Benny Chan,Alan Yuen,6.9,87%,2h 3min,
tt0385990,Christopher Kulikowski,"Christopher Kulikowski, Tom Reeve, Gianluca Curti",3.1,93%,1h 33min,Two time travelers with opposing views are sent back to the present aboard a research ship in the Antarctic to prevent a global biological disaster from occuring.
tt0386649,Richard Gabai,Michael Gannon,3.6,65%,1h 22min,"Evan Hanson is the best motocross coach in the country. After leading his daughter Callie to the national championships, he decides to set his sights on a more personal challenge - saving a local dirt track from a motorcycle gang."
tt0386064,Kang Je-kyu,"Kang Je-kyu, Sang-don Kim, Han Ji-hoon",8.0,80%,2h 20min,
tt0386651,Chuan Lu,Chuan Lu,7.6,98%,1h 25min,
tt0387989,Milan Luthria,"Anurag Kashyap, Shridhar Raghavan",6.0,98%,2h 43min,A group of Indian POW (Prisoners Of War) rebels against Pakistani army and tries to escape from their captivity during India-Pakistan war in 1971.
tt0388679,Jakob Schäuffelen,"Axel Melzener, Jörn Precht, Frank Weiss",4.6,98%,1h 26min,Young Mia is totally in love with cars and spends every free minute tinkering with her mother's old VW Beetle. Her big dream is to take part in the Paris-Dakar Rally someday.
tt0390043,Han-jun Park,Won-jun Ha,5.9,98%,1h 42min,Go-Bong has a huge crush on Gye-Soon who works at a fast food restaurant without knowing that the girl he love is a spy from North Korea.
tt0388547,Marco Mak,"Kai-Cheung Chung, Derick Lau, Ask Lee",5.1,21%,1h 32min,"Rural kung fu whiz Qiang travels to visit his friend Lung, who's taken up Xanda, a new martial art that fuses multiple styles. When Lung is grievously wounded by the Xanda champ, Qiang trains in the sport to seek revenge in the ring."
tt0389139,"Nick Groff, Michael A. Martinez","Nick Groff, Michael A. Martinez",4.4,35%,2h 7min,"Antonio owes the Robaldo family a hundred G's, Gray wants revenge on the street gang who mugged him, Jimmy's escaped from prison, and his brother/accomplice David has many serious mental conditions. Detective Brickley is hot on their trail willing to stop them with any means necessary, while a pair of rogue psychiatrists track them to discover the roots of David's con... Leer todo"
tt0389337,Joshiy,"Siby K. Thomas, Udaykrishnan",6.9,35%,2h 42min,"Unni, who his family thinks is an NRI, is actually a smuggler known as Valayar Paramasivam. Problems arise when his enemies start plotting against him and his brother becomes a police officer who is in pursuit of Paramasivam."
tt0390022,Peter Berg,"Buzz Bissinger, David Aaron Cohen, Peter Berg",7.2,82%,1h 58min,
tt0390499,Layon Gray,Layon Gray,,66%,,"In 1975, six U.S. female soldiers were captured and held hostage in a Vietnamese hooch."
